name: 492/profile/02.jpg, resolution: 168x219, color: RGB, face detected: True, distances: [0.81, 0.86, 1.2, 0.28, 0.22, 0.5, 0.31, 0.46, 0.02, 1.13, 0.89, 0.47, 0.92], mean: 0.6207692307692307
name: 492/profile/03.jpg, resolution: 139x149, color: RGB, face detected: True, distances: [0.84, 1.34, 1.84, 0.99, 0.73, 1.22, 1.02, 1.15, 0.71, 1.71, 1.5, 1.01, 1.49], mean: 1.1961538461538461
name: 492/profile/04.jpg, resolution: 252x208, color: RGB, face detected: True, distances: [0.12, 0.49, 0.88, 0.83, 1.18, 0.9, 0.75, 0.83, 0.97, 1.22, 0.8, 0.97, 0.7], mean: 0.8184615384615385
name: 057/profile/01.jpg, resolution: 139x144, color: RGB, face detected: True, distances: [0.95, 1.83, 1.77, 0.73, 0.53, 1.08, 0.86, 1.07, 0.64, 1.94, 1.81, 1.46, 1.83], mean: 1.2692307692307692
name: 057/profile/02.jpg, resolution: 541x489, color: L, face detected: True, distances: [1.22, 2.06, 2.28, 1.54, 1.46, 1.77, 1.65, 1.8, 1.52, 2.55, 2.33, 2.0, 2.34], mean: 1.886153846153846
name: 057/profile/03.jpg, resolution: 309x255, color: RGB, face detected: True, distances: [1.49, 2.43, 1.68, 0.59, 0.64, 0.88, 0.83, 0.96, 0.84, 1.71, 1.83, 1.81, 2.09], mean: 1.3676923076923078
name: 057/profile/04.jpg, resolution: 214x208, color: RGB, face detected: True, distances: [0.39, 0.47, 1.36, 0.64, 0.54, 0.96, 0.61, 0.84, 0.38, 1.13, 0.87, 0.35, 0.59], mean: 0.7023076923076922
name: 400/profile/01.jpg, resolution: 285x238, color: RGB, face detected: True, distances: [0.57, 0.19, 0.88, 0.51, 1.25, 0.59, 0.52, 0.56, 1.01, 0.91, 0.54, 0.83, 0.51], mean: 0.6823076923076923
name: 400/profile/02.jpg, resolution: 244x272, color: RGB, face detected: True, distances: [0.5, 0.44, 0.59, 0.68, 0.97, 0.56, 0.54, 0.51, 0.69, 0.6, 0.22, 0.28, 0.26], mean: 0.526153846153846
name: 400/profile/03.jpg, resolution: 280x300, color: RGB, face detected: True, distances: [0.52, 0.63, 1.14, 0.35, 0.42, 0.61, 0.38, 0.55, 0.27, 1.08, 0.84, 0.39, 0.76], mean: 0.6107692307692306
name: 400/profile/04.jpg, resolution: 221x204, color: RGB, face detected: True, distances: [0.86, 1.07, 1.41, 0.27, 0.52, 0.69, 0.36, 0.63, 0.28, 1.0, 0.88, 0.48, 0.84], mean: 0.7146153846153847
name: 475/profile/01.jpg, resolution: 219x245, color: RGB, face detected: True, distances: [0.59, 0.44, 0.84, 0.5, 0.91, 0.49, 0.38, 0.39, 0.7, 0.6, 0.21, 0.38, 0.22], mean: 0.5115384615384615
name: 475/profile/02.jpg, resolution: 441x379, color: RGB, face detected: True, distances: [0.33, 0.28, 1.09, 0.5, 0.87, 0.61, 0.47, 0.55, 0.71, 1.0, 0.63, 0.82, 0.53], mean: 0.6453846153846154
name: 475/profile/03.jpg, resolution: 225x263, color: RGB, face detected: True, distances: [0.68, 1.24, 1.76, 1.29, 1.05, 1.44, 1.2, 1.38, 0.95, 1.87, 1.63, 1.19, 1.55], mean: 1.3253846153846152
name: 475/profile/04.jpg, resolution: 249x252, color: RGB, face detected: True, distances: [1.02, 1.69, 1.98, 1.32, 1.13, 1.42, 1.37, 1.49, 1.19, 2.05, 1.82, 1.47, 1.76], mean: 1.5161538461538462
name: 158/profile/01.jpg, resolution: 174x241, color: RGB, face detected: True, distances: [0.89, 0.85, 1.07, 0.24, 0.24, 0.47, 0.22, 0.36, 0.05, 1.0, 0.79, 0.39, 0.8], mean: 0.5669230769230769
name: 158/profile/02.jpg, resolution: 245x287, color: RGB, face detected: True, distances: [0.77, 1.31, 1.91, 1.22, 1.02, 1.33, 1.21, 1.28, 0.97, 1.83, 1.56, 1.15, 1.53], mean: 1.3146153846153845
name: 158/profile/03.jpg, resolution: 183x192, color: RGB, face detected: True, distances: [0.64, 1.25, 1.89, 1.27, 1.19, 1.46, 1.33, 1.43, 1.11, 1.93, 1.69, 1.22, 1.58], mean: 1.383846153846154
name: 158/profile/04.jpg, resolution: 423x515, color: RGB, face detected: True, distances: [0.72, 0.62, 0.77, 0.44, 0.65, 0.44, 0.33, 0.39, 0.44, 0.56, 0.14, 0.15, 0.24], mean: 0.45307692307692304
name: 188/profile/01.jpg, resolution: 239x239, color: RGB, face detected: True, distances: [0.19, 0.13, 0.45, 1.03, 1.17, 0.87, 0.86, 0.84, 0.89, 0.98, 0.53, 0.52, 0.47], mean: 0.6869230769230771
name: 188/profile/02.jpg, resolution: 215x210, color: RGB, face detected: True, distances: [0.53, 0.24, 0.7, 0.64, 0.95, 0.72, 0.55, 0.61, 0.7, 0.93, 0.49, 0.56, 0.43], mean: 0.6192307692307691
name: 188/profile/03.jpg, resolution: 224x243, color: RGB, face detected: True, distances: [0.65, 1.43, 1.8, 1.14, 1.07, 1.28, 1.15, 1.29, 1.02, 1.95, 1.74, 1.43, 1.69], mean: 1.3569230769230767
name: 188/profile/04.jpg, resolution: 196x180, color: RGB, face detected: True, distances: [0.47, 1.36, 1.48, 0.78, 0.78, 1.06, 0.84, 1.03, 0.8, 1.66, 1.51, 1.24, 1.54], mean: 1.1192307692307693
name: 387/profile/01.jpg, resolution: 170x202, color: RGB, face detected: True, distances: [0.59, 0.34, 0.92, 0.42, 0.71, 0.48, 0.37, 0.38, 0.51, 0.7, 0.31, 0.41, 0.22], mean: 0.4892307692307692
name: 387/profile/02.jpg, resolution: 91x112, color: RGB, face detected: True, distances: [0.63, 0.51, 0.85, 0.51, 1.02, 0.47, 0.41, 0.37, 0.75, 0.54, 0.18, 0.35, 0.29], mean: 0.5292307692307692
name: 387/profile/03.jpg, resolution: 371x395, color: RGB, face detected: True, distances: [0.49, 0.52, 1.14, 0.57, 0.56, 0.85, 0.51, 0.71, 0.34, 1.09, 0.81, 0.36, 0.64], mean: 0.6607692307692308
name: 387/profile/04.jpg, resolution: 106x114, color: RGB, face detected: True, distances: [0.4, 0.62, 1.33, 0.58, 0.48, 0.9, 0.57, 0.75, 0.31, 1.11, 0.93, 0.43, 0.73], mean: 0.7030769230769232
name: 119/profile/01.jpg, resolution: 196x192, color: RGB, face detected: False, distances: [], mean: 0
name: 119/profile/02.jpg, resolution: 254x289, color: RGB, face detected: True, distances: [0.92, 1.51, 1.86, 0.96, 0.68, 1.16, 0.99, 1.14, 0.72, 1.71, 1.55, 1.12, 1.52], mean: 1.2184615384615387
name: 119/profile/03.jpg, resolution: 256x265, color: RGB, face detected: True, distances: [0.47, 1.15, 1.49, 0.85, 0.76, 1.06, 0.87, 1.0, 0.72, 1.63, 1.34, 0.94, 1.28], mean: 1.043076923076923
name: 119/profile/04.jpg, resolution: 262x287, color: RGB, face detected: True, distances: [0.42, 0.26, 0.61, 0.69, 0.9, 0.62, 0.57, 0.53, 0.64, 0.71, 0.3, 0.29, 0.24], mean: 0.5215384615384615
name: 205/profile/01.jpg, resolution: 112x107, color: RGB, face detected: True, distances: [0.44, 0.37, 0.73, 0.62, 1.0, 0.66, 0.53, 0.56, 0.75, 0.83, 0.43, 0.53, 0.35], mean: 0.6
name: 205/profile/02.jpg, resolution: 100x101, color: RGB, face detected: True, distances: [0.4, 0.3, 0.82, 0.57, 0.9, 0.6, 0.5, 0.53, 0.7, 0.76, 0.39, 0.52, 0.32], mean: 0.5623076923076924
name: 205/profile/03.jpg, resolution: 82x82, color: RGB, face detected: True, distances: [0.51, 0.29, 0.86, 0.6, 1.19, 0.59, 0.52, 0.51, 0.98, 0.77, 0.39, 0.66, 0.44], mean: 0.6392307692307693
name: 205/profile/04.jpg, resolution: 141x134, color: RGB, face detected: True, distances: [0.46, 0.31, 0.85, 0.59, 1.19, 0.62, 0.49, 0.51, 0.91, 0.77, 0.38, 0.62, 0.43], mean: 0.6253846153846153
name: 347/profile/01.jpg, resolution: 200x222, color: RGB, face detected: True, distances: [0.57, 0.41, 0.77, 0.57, 0.86, 0.56, 0.44, 0.45, 0.61, 0.62, 0.23, 0.31, 0.21], mean: 0.5084615384615385
name: 347/profile/02.jpg, resolution: 90x116, color: RGB, face detected: True, distances: [0.5, 0.62, 0.61, 0.55, 0.8, 0.55, 0.41, 0.37, 0.53, 0.42, 0.1, 0.09, 0.19], mean: 0.44153846153846155
name: 347/profile/03.jpg, resolution: 134x159, color: RGB, face detected: True, distances: [0.49, 0.71, 1.34, 0.47, 0.42, 0.8, 0.48, 0.7, 0.25, 1.23, 1.01, 0.52, 0.92], mean: 0.7184615384615383
name: 347/profile/04.jpg, resolution: 163x142, color: RGB, face detected: True, distances: [0.35, 0.61, 1.32, 0.62, 0.59, 0.89, 0.59, 0.76, 0.43, 1.1, 0.91, 0.52, 0.73], mean: 0.7246153846153847
name: 479/profile/01.jpg, resolution: 211x192, color: RGB, face detected: True, distances: [0.41, 0.29, 0.65, 0.72, 1.09, 0.71, 0.63, 0.61, 0.83, 0.84, 0.41, 0.53, 0.34], mean: 0.62
name: 479/profile/02.jpg, resolution: 96x101, color: RGB, face detected: True, distances: [0.44, 0.4, 0.66, 0.65, 0.88, 0.66, 0.55, 0.57, 0.64, 0.73, 0.31, 0.32, 0.24], mean: 0.5423076923076923
name: 479/profile/03.jpg, resolution: 117x117, color: RGB, face detected: True, distances: [0.46, 0.3, 0.93, 0.5, 0.95, 0.57, 0.4, 0.44, 0.73, 0.71, 0.39, 0.56, 0.34], mean: 0.5599999999999999
name: 479/profile/04.jpg, resolution: 148x140, color: RGB, face detected: True, distances: [0.4, 0.35, 0.7, 0.69, 1.06, 0.7, 0.59, 0.56, 0.78, 0.87, 0.45, 0.59, 0.39], mean: 0.6253846153846153
name: 213/profile/01.jpg, resolution: 81x83, color: RGB, face detected: True, distances: [0.47, 0.59, 1.13, 0.71, 0.65, 0.89, 0.64, 0.8, 0.5, 1.12, 0.87, 0.47, 0.78], mean: 0.74
name: 213/profile/02.jpg, resolution: 183x201, color: RGB, face detected: True, distances: [0.48, 0.4, 0.65, 0.6, 1.08, 0.58, 0.49, 0.48, 0.81, 0.58, 0.3, 0.45, 0.35], mean: 0.5576923076923077
name: 213/profile/03.jpg, resolution: 86x115, color: RGB, face detected: True, distances: [0.66, 0.71, 0.71, 0.58, 0.83, 0.41, 0.38, 0.33, 0.51, 0.31, 0.09, 0.06, 0.27], mean: 0.44999999999999996
